cultivar,registered,perianth,corona,orig_name,date,synonym,awards,seed_parent,pollen_parent,description
"Edith Bell","3 (b)","W","YYO","W. Backhouse","pre1869","Burbidgei `Edith Bell'","none","","","Perianth segments opening alabaster white, becoming pure white; corona canary yellow"
"Edna","9","W","YYR","G.H. Engleheart","pre1913","none","none","","","Fl. small; perianth segments rounded at apex; corona bright yellow, with glowing scarlet at rim"
"Edna Earl","3 (b)","W","OOR","G.A. Uit den Boogaard","pre1950","none","none","","",""
"Edna Jones","2","","R","J.N. Hancock & Co.","pre1949","none","none","","","Corona rich red"
"Edna Rose","3 (a)","Y","","N.Y. Lower","pre1934","none","none","","",""
"Edom","2","Y","R","A.O. Roblin","c. 1966","none","none","‘Tegwith’","‘Keren’",""
"Edric","2 (b or c)","W","","R.H. Bath","pre1933","none","none","","",""
"Edwina","9","W","YYR","de Graaff Bros","pre1926","none","AM Haarlem  1926 ","","","Corona with bright red at rim"
"Effective","1 (b)","WWY","Y","G.L. Wilson","pre1931","none","AM(e)  1935 ","‘Jack Spratt’ open pollinated","","Perianth segments broadly ovate, sulphur white, stained yellow at base, spreading, overlapping half; the inner segments somewhat inflexed; corona cylindrical, chrome yellow, with rim narrowly flanged and regularly notched and crenate"
"Effendie","2 (b)","W","","G.A. Uit den Boogaard","pre1937","`Isolde'","none","","",""
"Effie","3 (a)","Y","","Mrs R.O. Backhouse","pre1921","none","none","","",""
"Effingham","1 (a)","Y","Y","Mrs F.E.W. Hanger","pre1953","none","none","","",""
"Eggishorn","1 (c)","W","W","de Graaff Bros","pre1927","none","none","","",""
"Eglinton","2 (b)","W","","G.L. Wilson","pre1923","none","none","","",""
"Egmond","3 (b)","W","","de Graaff Bros","pre1930","none","AM Haarlem  1930 ","","",""
"Egmont","1","W","W","","","none","none","","",""
"Ego Flos","1 (a)","Y","Y","M. van Waveren & Sons","pre1942","none","none","","",""
"Egret","3 (b)","W","Y","G.H. Engleheart","pre1902","none","none","","","Corona large, shallow, ribbed, lemon yellow, shading to golden yellow at rim"
"Egrin","2 (a)","Y","Y","W.A. Watts","pre1927","none","*HC(g)  1927 ","","",""
"Egwin","2","Y","Y","","","none","none","","",""
"Egypt","1 (a)","Y","Y","J.L. Richardson","pre1928","none","none","","","Fl. soft yellow; perianth segments broadly ovate; corona slightly deeper tone than the perianth, with rim dentate and widely flanged"
"Eileen","3","W","YYO","","","none","none","","",""
"Eileen","9","W","","Sir J.A.R. Gore-Booth","pre1908","none","none","","",""
"Eilwier","1 (c)","W","W","J.L. Richardson","pre1948","none","none","","",""
"Einig","3 (b)","W","","G.L. Wilson","pre1947","none","none","","",""
"Eion","2","W","R","W. Jackson Jr","1966","none","none","‘Jo’","‘Arbar’",""
"Eire Gem","2 (a)","Y","","J.L. Richardson","pre1938","none","none","","",""
"Ekron","1 (a)","Y","Y","J.T. Gray","pre1951","none","none","","",""
"El Arish","2 (a)","Y","","G.C. Graham","pre1951","none","none","","",""
"El Capitan","1 (a)","Y","Y","G.H. Engleheart","pre1913","none","none","","",""
"El Dorado","1 (a)","Y","Y","C. Smith","pre1910","none","none","","",""
"El Dorado","2 (a)","Y","O","P.D. Williams","pre1933","none","AM Haarlem  1933 ","","","Perianth segments golden yellow; corona frilled"
"El Jourdan","2 (c)","W","W","L. Buckland","pre1936","none","none","","","Corona with green at base"
"El Paso","2 (a)","Y","O","Warnaar & Co.","pre1936","none","none","","",""
"Elaine","3 (b)","W","YWW","G.H. Engleheart or W.B.Hartland","pre1901","none","FCC 1901 ","","","Fl. silvery white; corona cup-shaped, ribbed, shading to citron yellow at base"
"Elatior","0","","","","pre1914","none","none","","",""
"Elatus","2","W","Y","","","none","none","","",""
"Elba","9","W","","F.H. Chapman","pre1929","none","none","","",""
"Elcana","3 (b)","W","","Mrs D. Duff","pre1951","none","none","","",""
"Eldon","1 (a)","Y","Y","J.T. Gray","pre1951","none","none","","",""
"Eldorado","1","Y","Y","","","none","none","","",""
"Eldorado","2","Y","O","","","none","none","","",""
"Eldred","1 (b)","W","Y","Barr & Sons","pre1920","none","none","","","Fl. 95 mm wide; perianth segments creamy white, overlapping half; corona bright sulphur yellow, with mouth expanded and frilled. Mid-season"
"Elector","0","","P","Alister Clark","pre1948","none","none","","",""
"Elector","1 (b)","W","","L. van Leeuwen & Son","pre1931","none","none","","",""
"Electra","2 (a)","Y","Y","G.H. Engleheart","pre1901","none","none","","","Fl. opening small, becoming larger after several days; perianth segments soft canary yellow; corona of a slightly darker tone"
"Electra","3 (a)","Y","","Mrs M. Moorby","pre1949","none","none","","",""
"Electric","3 (b)","W","","de Graaff Bros","pre1930","none","AM Haarlem  1931 ","","",""
"Elegance","2 (c)","W","W","R.H. Bath","pre1926","none","AM(e)  1926 ","","","Fl. pure white; perianth segments broadly ovate, blunt, mucronate, spreading, with broad midrib showing, overlapping half; the inner segments a little inflexed, with margins wavy; corona funnel-shaped, short, ribbed, mouth straight, frilled"
"Elegance","3 (b or c)","Y","Y","G.H. Engleheart","pre1908","none","none","","","Fl. star-shaped; perianth segments ovate to broadly ovate, blunt, prominently mucronate, spreading, light yellow, with margins wavy, overlapping one-third; the inner segments not noticeably mucronate, twisted, narrowing steeply from shoulder to base; corona bowl-shaped, narrow, orange-yellow, closely frilled."
"Elegans","3 (b)","W","WWY","W. Backhouse","pre1869","Burbidgei `Elegans'","none","","","Corona expanded, white, with saffron yellow at rim"
"Elegans","3 (b)","W","Y","E. Leeds","pre1851","Leedsii `Elegans'","none","{N.} x {poculiformis}","{N. radiiflorus}","Fl. large; perianth segments narrowly ovate, creamy white, twisted or with margins incurved, separated; corona straight-sided, primrose yellow, sometimes quite heavily stained pinkish orange at rim, mouth straight, with rim minutely crenate"
"Elegantea","5","","","C.G. van Tubergen","pre1914","none","none","","",""
"Elegy","9","W","GRR","F.H. Chapman","pre1910","none","none","‘Horace’","‘Almira’",""
"Elena","2 (a)","Y","","R.H. Bath","pre1933","none","none","","",""
"Elfcap","6","","","Mrs R.S. Cobley","pre1932","none","none","","",""
"Elfhorn","10","Y","Y","A. Gray","pre1948","none","none","","","Fl. bright yellow. Dwarf. Late. Closely resembles 'Elfhorn' pre-1941"
"Elfin","2 (a)","Y","Y","A.M. Wilson","pre1914","none","none","","","Fl. yellow; perianth segments very broadly ovate, blunt, not prominently mucronate, spreading, plane, overlapping; the inner segments with margins a little wavy and sometimes nicked; corona very shallow, very broad, heavily ribbed, with rim deeply recurved and boldly notched and crenate"
"Elfin","6","","","A.M. Wilson","pre1948","none","none","{N. rupicola}","{N. cyclamineus}",""
"Elfride","2 (a)","Y","","van Zonneveld Bros & Philippo","pre1931","none","none","","",""
"Elgar","2 (a)","Y","","Mrs R.O. Backhouse","pre1914","none","none","","",""
"Elgin","1 (a)","Y","Y","The Brodie of Brodie","c.1927","none","AM(e)  1940 ","‘Ben Alder’ x ‘Broadford’","‘Yukon’","Fl. about 127 mm wide; perianth segments ovate, acute, only slightly mucronate, canary yellow, slightly inflexed, overlapping one-third; the inner segments narrower, more strongly inflexed in lower half, reflexed towards apex; corona cylindrical, smooth, chrome yellow, with mouth ribbed and expanded, rim deeply crenate and widely flanged"
"Elgiva","3 (b)","W","O","P.D. Williams","pre1914","none","none","","","Perianth segments cream; corona large, spreading, ribbed, deep apricot orange"
"Elida","2 (b)","W","","J.T. Gray","pre1950","none","none","","",""
"Elise","2 (b)","W","","J. Mallender","pre1932","none","none","","",""
"Elissa","3 (b)","W","","Cartwright & Goodwin","pre1910","none","none","","",""
"Elite","2 (a)","Y","O","J.N. Hancock & Co.","pre1949","none","none","","","Corona reddish orange"
"Elite","8","Y","Y","","pre1792","none","none","","","Fl. golden yellow"
"Elizabeth","1","W","W","","","none","none","","",""
"Elizabeth","5","Y","Y","P.D. Williams","pre1907","none","none","","","Fl. pale lemon yellow; corona darker in tone"
"Ella","2 (b)","W","","Barr & Sons","pre1914","none","none","","",""
"Ellen","2 (b)","W","Y","L. Buckland","pre1931","none","none","","",""
"Ellen Barr","3 (b)","W","YYR","W. Backhouse","pre1869","Burbidgei `Ellen Barr'","none","","","Corona primrose yellow, with scarlet at rim"
"Ellen Lee","2 (b)","W","","Mrs F.S. Foote","pre1941","none","none","","",""
"Ellen Mann","0","","","","pre1960","none","none","","",""
"Ellen Ney","3","W","R","","","none","none","","",""
"Ellesmere","2 (a)","Y","YOO","P.D. Williams","pre1939","none","*AM(g)  1953 ","","","Fl. 89 mm wide; perianth segments ovate, light greenish yellow 4C, with a darker tone at margins, with margins incurved to give a star-shaped appearance; corona ribbed, brilliant yellow 13B at base, shading to near strong orange 25A at rim, mouth widely expanded and frilled, rim dentate"
"Ellie Ney","3","W","R","","","none","none","","",""
"Elly Ney","3 (b)","W","R","de Graaff Bros","pre1925","none","AM Haarlem  1925 ","","",""
"Elmer","2 (a)","Y","?","J.T. Gray","pre1949","none","none","","","Perianth segments rounded, smooth; corona with red at rim"
"Elmira","2 (b)","W","YYO","J.T. Gray","pre1951","`Dink'","none","","","Perianth segments pure white; corona lemon yellow, with orange at rim"
"Elnia","2","Y","OOP","J.T. Gray","pre1949","none","none","Unknown","’Suda’","Perianth segments white, spreading, smooth, overlapping; corona straight-sided, yellowish amber orange, with pink at rim, rim rolled"
"Elnith","2 (b)","W","","H.R. Meyer","pre1927","none","none","","",""
"Elongatus","1 (a)","Y","Y","E. Leeds","pre1877","Humei `Elongatus'","none","","",""
"Elongatus","2","W","?YYO","","","none","none","","",""
"Eloquence","2 (a)","Y","","Mrs P.M. Davis","pre1948","none","none","","",""
"Elrick","0","","","?R.H. Bath","pre1948","none","none","","",""
"Elsie","9","W","","W. Poupart","pre1913","none","none","","",""
"Elspeth","3 (b)","W","YYO","P.D. Williams","pre1913","none","*AM(g)  1933 ","","","Fl. rounded, 76 mm wide; perianth segments very broad, rounded at apex, slightly mucronate, creamy white, spreading, plane, with broad midrib faintly showing, overlapping half or more; the inner segments narrower, slightly truncate, shouldered at base, a little inflexed; corona bowl-shaped, lightly ribbed, pale yellow, with a narrow band of orange at rim, frilled"
"Elstree","2 (b)","W","","R. Crews","pre1949","none","none","","",""
"Elta","7","","","de Graaff Bros","pre1930","none","AM Haarlem  1930 ","","",""
"Elvira","8","W","YYO","R.A. van der Schoot","pre1902","none","AM 1904 ","‘Ornatus’","Div. 8 hybrid","Fls 3-4 per stem, 46-59 mm wide; perianth segments very broadly ovate, broadly spathulate, blunt, prominently mucronate, pure white, flushed greenish yellow at base, spreading, creased, with margins incurling, overlapping one-third; the inner segments truncate, not noticeably mucronate, a little inflexed, with margins wavy or more strongly incurling, sometimes notched; corona very shallow bowl-shaped, closely ribbed, vivid yellow 9B, with a very narrow band of reddish orange at rim, mouth expanded, wavy, with rim minutely dentate. Tall. Lightly scented. 2n=24"
"Elysian","2","W","P","","","none","none","","",""
"Elysium","2 (b)","W","","G.A. Uit den Boogaard","pre1950","none","none","","",""
"Embassy","0","","P","Alister Clark","pre1948","none","none","","",""
"Embassy","1 (b)","W","","G.H. Engleheart","pre1914","none","none","","",""
"Ember","3 (b)","W","","G.H. Engleheart","pre1913","none","none","","",""
"Emblem","1 (b)","W","Y","","pre1927","none","none","","","Perianth segments creamy white; corona pale yellow. Early"
"Emblem","3 (b)","W","","G.H. Engleheart","pre1916","none","none","","",""
"Emerald","2 (b)","W","Y","J.J. Grullemans & Sons","pre1955","none","none","","","Corona widely expanded, lemon yellow, heavily frilled"
"Emerald","3 (c)","W","GWW","Barr & Sons","pre1907","none","none","{N.} x {poculiformis}","{N. poeticus}","Perianth segments pure white; corona small, with darke green at base. Late"
"Emerson","1 (a)","Y","Y","M. van Waveren & Sons","pre1930","none","none","","","Fl. rich yellow; corona slightly darker in tone. Tall"
"Emerson","9","W","","A.M. Wilson","pre1908","none","none","","",""
"Emilea","0","","P","Alister Clark","pre1948","none","none","","",""
"Emily","9","W","","W. Poupart","pre1916","none","none","","",""
"Eminent","1 (a)","Y","Y","?T. Buncombe","pre1933","none","none","","",""
"Emir","1 (b)","W","","T. Buncombe","pre1931","none","none","","",""
"Emita","2 (a)","Y","Y","S.J. Bisdee","pre1939","none","none","Sdlg","‘Loxton’",""
"Emma","2 (a)","Y","","G.A. Uit den Boogaard","pre1944","none","none","","",""
"Emneth","3 (b)","W","","R.H. Bath","pre1933","none","none","","",""
"Emperor","1 (b)","Y","Y","W. Backhouse","pre1869","'The Emperor'Pseudonarcissus Lorifolius `Maximus' Pseudonarcissus Lorifolius `Emperor'","none","","","Perianth segments broadly ovate, blunt, slightly mucronate, brilliant greenish yellow 6C, with a darker tone at midrib beneath, somewhat inflexed, plane, overlapping one-third; the inner segments with margins wavy; corona cylindrical at base, flared in upper part, loosely ribbed, vivid yellow 9A, with mouth expanded and lightly frilled, rim flanged, notched and crenate. 2n=21. Resembles a {N. bicolor} var. {lorifolius} of almost twice the size"
"Empire","2 (b)","W","WYY","E.M. Crosfield","pre1907","none","FA Haarlem  1926 ","","","Perianth segments creamy white, overlapping; corona large, expanded, lemon yellow, paling to sulphur white at base, neatly frilled. 2n=28"
"Empire","2 (b)","W","","R.G. Berkeley","pre1933","none","none","","","Resembles `Mitylene'"
"Empress","1 (b)","W","Y","W. Backhouse","pre1869","Pseudonarcissus Bicolor `Maximus'Pseudonarcissus Bicolor `Empress' 'The Empress'","none","","","Fl. 103 mm wide; perianth segments ovate, only very slightly mucronate, spreading, of great substance, overlapping one-third; the inner segments a little inflexed, with margins wavy; corona narrowly funnel-shaped, ribbed, rich yellow, with mouth expanded and 6-lobed, lightly frilled, rim flanged and crenate. 2n=21+1B,22. Resembles a larger and later-flowered `Horsfieldii' of greater substance and more rapid increase. Resembles a smaller `Emperor' in form"
"Ena","2 (a)","W","R","G. Lubbe & Son","pre1931","none","AM Haarlem  1931 ","","","Perianth segments pure white; corona brilliant orange-red"
"Ena Fisher","2 (a)","Y","","W.A. Grace","pre1938","none","none","","",""
"Enamel","2 (b)","W","","F.H. Chapman","pre1927","none","none","","",""
"Endeavour","3 (b or c)","W","","P.D. Williams","pre1934","none","none","","",""
"Endor","1 (a)","Y","Y","The Brodie of Brodie","c.1921","none","none","Cross 207/09","‘White Emperor’","Fl. pale sulphur lemon"
"Endymion","3 (c)","W","W","H. Backhouse","pre1908","none","none","‘Minnie Hume’","{N. radiiflorus} var. {poetarum}",""
"Energy","2 (b)","W","","P. van Deursen","pre1938","none","AM Haarlem  1938 ","","",""
"Enez","2 (b)","W","Y","W.F.M. Copeland","pre1921","none","AM 1921 ","","","Perianth segments white; corona widely expanded, greenish primrose yellow, with rim frilled"
"Enid","3 (c)","W","W","G.H. Engleheart","pre1904","none","none","","","Perianth segments ivory white; corona long cup-shaped, creamy white. Tall. Resembles an improved `Mrs Langtry'"
"Enid Kirby","2 (a)","Y","","W.A. Grace","pre1938","`Marara'","none","","",""
"Enigma","2 (b)","W","","Mrs D. Duff","pre1951","none","none","","",""
"Enmore","1","Y","Y","J.M.Radcliff","c. 1967","none","none","‘Principal’","‘Roundabout’",""
"Ensign","2 (b)","W","","G.H. Engleheart","pre1906","none","AM 1906 ","","",""
"Envoy","3 (b)","W","","F.H. Chapman","pre1930","none","none","","",""
"Envoy","1 (c)","W","W","G.L. Wilson","","none","none","","",""
"Envy","2","W","P","","","none","none","","",""
"Envy","3 (c)","W","W","A.M. Wilson","pre1947","none","none","","",""
