cultivar,division,perianth,corona,orig_name,date,synonym,awards,seed_parent,pollen_parent,description
Pedestal,2,W,Y,E.M. Crosfield,1908-03-30,none,AM 1912 ,"","","Perianth segments slender, acute, creamy white, a little ribbed, overlapping one-third; corona rich yellow, with mouth slightly expanded and rim lightly crenate"
Pedro,1,Y,Y,P.D. Williams,1927-03-30,none,none,"","",""
Peer Gynt,1,Y,Y,Oregon Bulb Farms,1946-03-30,none,none,"","",""
Peeress,1,W,Y,G.L. Wilson,1935-03-30,none,none,‘Weardale Perfection’ hybrid,‘Carmel’,Corona pale lemon or primrose
Peggi,3,W,YYO,"",,none,none,"","",""
Peggie,2,Y,Y,R. Gibson,1927-03-30,none,none,"","",Perianth segments yellow; corona rich yellow
Peggy,3,W,YYO,P.D. Williams,1927-03-30,none,AM Haarlem  1930 ,"","","Perianth segments creamy white; corona with yellow-orange at rim, frilled. Tall"
Peiping,2,Y,O,J.L. Richardson,1939-03-30,none,none,‘Carbineer’,‘Porthilly’,"Perianth segments bright yellow; corona tangerine orange, frilled"
Peking,1,Y,Y,G. Lubbe & Son,1947-03-30,none,AM Haarlem  1947 FA Haarlem  1949 ,"","","Fl. large, soft lemon yellow"
Pelayo,1,Y,Y,Spanish origin,,none,none,"","",""
Pelion,1,Y,Y,The Brodie of Brodie,,none,none,‘Don Juan’,‘Cleopatra’,""
Pelleas,3,W,YYR,de Graaff Bros,1934-03-30,none,none,"","","Perianth segments broad, glistening white"
Pem,2,W,YOR,W. Jackson Jr,1969-03-30,none,none,‘Glenburvie’,‘Arbar’,""
Pembraze,1,Y,Y,M.P. Williams,1937-03-30,none,none,"","",Fl. dark yellow
Pembridge,2,W,R,A.M.Wilson,,none,none,"","",Perianth segments creamy white; corona red
Penara,2,Y,R,J.T. Gray,1949-03-30,none,none,"","",Perianth segments golden yellow; corona bright red
Penarth,2,Y,Y,R.V. Favell,1939-03-30,none,none,‘Havelock’,‘Sulphur’,""
Penbeagle,2,Y,Y,P.D. Williams,1938-03-30,none,none,"","","Fl. deep yellow; perianth segments broadly ovate, blunt, mucronate, with margins sometimes incurving near apex, overlapping one-third; the inner segments narrower, often recurved at apex, with margins a little wavy or incurving; corona large, funnel-shaped, lightly ribbed, rim widely flanged and deeply crenate"
Penberth,1,Y,Y,R.V. Favell,1937-03-30,none,*HC(g)  1952 ,"","","Fl. 115 mm wide; perianth segments broadly ovate, slightly mucronate, brilliant yellow 12B, inflexed, plane or with margins sometimes incurling, overlapping one-third; the inner segments narrower, more strongly inflexed, twisted; corona cylindrical at base, flared in upper half, smooth, slightly darker in tone (12A) than the perianth, with mouth expanded and 6-lobed, rim rolled and crenate"
Pencoys,2,Y,YOO,P.D. Williams,1931-03-30,none,none,"","","Perianth segments primrose yellow; corona expanded, reddish orange, paling to golden yellow at base"
Pencrau,2,Y,R,Mrs C.O. Fairbairn,,none,none,"","",""
Pencrebar,4,Y,Y,H.G. Hawker,1929-03-30,none,none,?{N. jonquilla} sdlg,"","Fls often 2 per stem; perianth and other petaloid segments in 3-4 whorls, vivid yellow 12A; the outer segments in each whorl with prominent white mucro; the outer whorl broadly ovate, truncate, spreading; the inner segments of this whorl a little more narrowly ovate, blunt; the inner whorls inflexed, becoming successively more strongly inflexed towards centre, where they are concave; corona segments shorter than the petaloid segments and interspersed among them, slightly darker in tone (13A), with margins tightly rolled inwards. Scented. 2n=14"
Pendennis,2,Y,Y,P.D. Williams,1932-03-30,none,none,"","",Resembles a larger and slightly paler `Penbeagle'
Pendennis,3,Y,R,G. Lewis,1945-03-30,none,none,"","",""
Penelewey,2,W,WWY,P.D. Williams,1927-03-30,none,AM(e)  1927 ,"","","Perianth segments broadly ovate, blunt, spreading, plane, overlapping one-third; the inner segments a little inflexed, with margins wavy; corona trumpet-shaped, loosely ribbed, creamy white, shading to golden yellow at rim, frilled"
Pengelley,2,W,Y,P.D. Williams,1927-03-30,none,none,"","",Corona buff yellow
Pengornin,2,W,Y,R.V. Favell,1939-03-30,none,none,"","",Fl. 102 mm wide; corona pale cream yellow. Mid-season
Penguin,2,W,Y,C. Dawson,1907-03-30,none,none,"","","Corona creamy primrose yellow, neatly frilled"
Penguin,2,W,Y,Heathcote Bulb Nursery,1960-03-30,none,none,"","","Perianth segments pure white, of good substance; corona large, clear lemon yellow"
Penguin,4,W,O,"",,none,none,"","",""
Penola,2,Y,O,J.T. Gray,1936-03-30,none,none,"","","Perianth segments yellow; corona disc-shaped, reddish orange"
Penpol,7,Y,Y,P.D. Williams,1934-03-30,none,AM Haarlem  1934 ,"","",2n=21
Penquite,2,Y,O,P.D. Williams,1930-03-30,none,AM(e)  1932 ,"","","Perianth segments very broadly ovate, deep yellow, spreading, with broad midrib showing, overlapping half; the inner segments more narrowly ovate; corona bowl-shaped, straight-sided, expanded, ribbed, deep coppery orange"
Penryn,2,W,W,M.P. Williams,1949-03-30,none,none,"","","Perianth segments large and of smooth texture, overlapping"
Pensive,2,W,P,G.L. Wilson,1950-03-30,none,none,Sdlg 27/133,‘Wild Rose’,Corona flushed pale pink
Pentewan,2,Y,Y,P.D. Williams,1927-03-30,none,*(Gulval)HC(m)  1935 *(Gulval)AM(m)  1936 FA Haarlem  1951 ,"","","Fl. 90 mm wide, facing slightly downwards; perianth segments chrome yellow, overlapping half; corona expanded, sulphur yellow, with rim flanged and dentate. Early. 2n=28"
Pentreath,3,Y,O,P.D. Williams,1937-03-30,none,none,"","",""
Pentucket,9,W,GYR,E.C. Powell,1946-03-30,none,none,"","",""
Penwith,2,W,Y,The Brodie of Brodie,,none,AM(e)  1932 ,‘Tenedos’,‘Fortune’,"Fl. facing down; perianth segments broadly ovate, creamy white, spreading, with margins wavy, overlapping half; corona funnel-shaped, ribbed, apricot yellow, with mouth straight, lightly frilled"
Penza,2,Y,O,J.T. Gray,1949-03-30,none,none,"","","Corona narrow, reddish orange"
Penzance,3,W,W,The Brodie of Brodie,1928-03-30,none,none,‘Kantara’,‘Naxos’,""
Pepita,3,W,O,G.H. Johnstone,1939-03-30,none,none,"","",Fl. 64 mm wide. Late. Resembles `Picador'
Pepper,2,Y,O,J.C. Williams,1933-03-30,none,*AM(m)  1935 ,{N. radiiflorus} var. {poetarum},(‘Maximus’ x ‘Firebrand’),"Fl. star-shaped, 75 mm wide; perianth segments ovate, acute, brilliant greenish yellow 6B, spreading or somewhat inflexed, somewhat twisted, with margins incurling, overlapping at base only; corona broad funnel-shaped, ribbed, light orange (21A) paling to base, with a darker tone at rim (23A) flushed strong orange 25A, mouth straight, even, rim notched and crenate. Early. 2n=14"
Pepys,6,W,Y,P.D. Williams,1927-03-30,none,AM(e)  1939 ,"","","Fl. facing down, 90 mm wide; perianth segments ovate, blunt, fairly prominently mucronate, whitish, strongly reflexed, with margins incurved, overlapping a quarter; the inner segments less prominently mucronate; corona cylindrical, a little constricted at mid-point, lightly ribbed, sulphur yellow, with mouth closely ribbed and a little expanded, rim regularly crenate"
Pera,3,W,GYR,The Brodie of Brodie,,none,AM(e)  1931 FCC(e)  1935 ,‘Beacon’,‘Sunstar’,"Perianth segments broadly ovate, blunt or slightly truncate, slightly mucronate, pure white, spreading or a little reflexed, overlapping one-third to a half; the inner segments a little narrower, more nearly spreading, with margins wavy or incurled; corona almost disc-shaped, ribbed, deep red, with a narrow band of yellow at base and prominent green in tube, mouth wavy and sometimes folded. Late"
Perconger,6,Y,O,A. Gray,1941-03-30,none,none,"","",Perianth segments yellow; corona pale orange. Dwarf. Early
Peregrine,2,W,W,P.D. Williams,1907-03-30,none,none,"","",Resembles a larger-flowered `White Queen' of improved substance
Perfecta,8,W,O,"",1798-03-30,none,none,"","",""
Perfectus,2,W,Y,M. van Waveren & Sons,1900-03-30,none,none,"","","Perianth segments broadly ovate, blunt, prominently mucronate, greenish white, spreading, plane, with broad midrib showing, overlapping one-third; the inner segments a little narrower, slightly inflexed, with margins wavy; corona shallow, widely expanded, loosely ribbed, canary yellow, faintly tinged orange at rim, a little frilled"
Perfectus,2,W,P,Alister Clark,1935-03-30,none,none,"","","Perianth segments pure white; corona widely expanded, pink"
Peril,3,Y,YYR,"",1926-03-30,none,none,"","",""
Peril,3,W,O,A.E. Lowe,1927-03-30,none,none,"","",""
Perker,1,W,W,G.P. Haydon,1910-03-30,none,none,"","","Fl. small; perianth segments pure white, overlapping; corona opening pale primrose yellow, becoming milk white. Dwarf"
Perle,2,W,W,D.V. West,1927-03-30,none,none,"","",Fl. pure white; corona narrow funnel-shaped
Persia,1,Y,Y,G.L. Wilson,1935-03-30,none,none,‘Sorley Boy’ hybrid,"",Fl. tinged apricot. Scented
Perth,2,Y,O,The Brodie of Brodie,,none,AM(e)  1933 ,’Beacon’ hybrid,’Fortune’,"Fl. rounded; perianth segments very broad, rounded or somewhat truncate at apex, pale primrose yellow, spreading, ribbed, overlapping half; the inner segments with margins wavy; corona bowl-shaped, straight-sided, expanded, loosely ribbed, yellowish orange, frilled"
Pete,1,Y,Y,"",1927-03-30,none,none,"","",""
Peter Barr,1,W,W,Barr & Sons,1902-03-30,none,FCC 1902 ,‘Monarch’,‘Madame de Graaff’,"Perianth segments broad, blunt, milk white, inflexed, slightly twisted, with margins recurved, overlapping one-third; corona cylindrical, angled, sulphur white, mouth flared, with rim flanged and crenate. Mid-season"
Petrel,1,W,W,Sir C.H. Cave,1908-03-30,none,none,"","",""
Petronel,1,W,W,G.H. Engleheart,1923-03-30,none,none,"","",""
Petsamo,1,W,W,J.L. Richardson,1942-03-30,none,AM(e)  1950 ,‘Niphetos’,‘Kanchenjunga’,"Fl. 108 mm wide; perianth segments very broadly ovate, blunt, slightly mucronate, spreading, with margins a little wavy, overlapping half; the outer segments overlapping one another; the inner segments more narrowly ovate, shouldered at base, a little inflexed, with margins more strongly wavy; corona cylindrical, mouth ribbed and very widely expanded, with rim rolled and crenate. Mid-season. Resembles a smaller but much improved `Kanchenjunga'"
Petticoat,1,Y,Y,P.D. Williams,1910-03-30,none,none,"","","Perianth segments overlapping; corona richer in tone than the perianth, regularly and heavily frilled"
Pettna,3,Y,O,J.N. Hancock & Co.,,none,none,"","",Corona coppery orange
Phantasy,1,W,W,E.M. Crosfield,1910-03-30,none,none,"","",Fl. pure white
Pharaoh,1,W,Y,G.P. Haydon,1904-03-30,none,none,"","","Fl. very large; perianth segments creamy white; corona expanded, ribbed, canary yellow, lightly frilled"
Phil May,1,Y,Y,Barr & Sons,1904-03-30,none,none,"","",Corona darker in tone than the perianth
Philon,3,W,OOR,G.A. Uit den Boogaard,1949-03-30,none,none,"","",""
Philtaton,2,W,O,G.A. Uit den Boogaard,1949-03-30,none,none,‘John Evelyn’ hybrid,"",""
Phineas,2,Y,Y,Barr & Sons,1915-03-30,none,AM(e)  1919 ,"","","Perianth segments sulphur yellow, tinged canary yellow, inflexed; corona dark golden yellow"
Phyllida,2,W,Y,W.F.M. Copeland,1913-03-30,none,AM(e)  1916 ,"","","Perianth segments cream; corona large, expanded, deeply ribbed, creamy yellow, neatly frilled"
Phyllis,2,W,Y,"",,none,none,"","",""
Phyrene,2,Y,Y,W. Jackson Jr,,none,none,‘Jaslin’,‘Tulendena’,""
Pia,2,W,OOR,W. Jackson Jr,1966-03-30,none,none,‘Jo’,‘Arbar’,""
Picador,3,W,GOO,P.D. Williams,1910-03-30,none,none,"","","Perianth segments pure white, overlapping; corona very shallow, rich orange"
Picarillo,2,Y,Y,B.O. Mulligan,1930-03-30,none,AM(a)(r)  1982 ,{N. rupicola} subsp. {watieri},{N. pumilus},"Fl. 30-35 mm wide, brilliant greenish yellow 3B; perianth segments ovate or narrowly ovate, acute; corona funnel-shaped, mouth expanded, wavy"
Piccolo,2,Y,Y,C.O. Fairbairn,,none,none,"","",""
Picola,1,W,Y,H.A. Brown,1938-03-30,none,none,"","","Corona lemon yellow, frilled"
Picton,1,W,Y,J.T. Gray,1950-03-30,none,none,"","","Corona lemon yellow, with rim lightly rolled"
Pictorial,3,Y,O,C. Goodson,1927-03-30,none,none,"","",""
Picture,2,W,O,J.C. Williams,1945-03-30,none,none,"","","Corona very broad, rich apricot, with a deeper tone at rim, with the rim closely and deeply notched, as if fringed"
Pierre,2,W,YYO,L. Buckland,1936-03-30,none,none,"","",""
Pierrot,3,W,R,P.D. Williams,1935-03-30,none,none,"","",""
Piety,3,W,W,A.M. Wilson,1948-03-30,none,none,"","",""
Pigalle,2,W,OOY,J. Gerritsen & Son,1951-03-30,none,AM Haarlem  1951 ,"","",""
Pigeon,2,W,W,G.L. Wilson,1952-03-30,none,none,‘Cushlake’,‘Evening’,""
Pikiarero,2,W,W,A.B. Davey,,none,none,"","",""
Pilgrim,2,W,Y,G.H. Engleheart,1905-03-30,none,none,"","","Perianth segments opening primrose yellow, becoming creamy white; corona ribbed, lemon yellow, lightly frilled"
Pilot,3,Y,YYO,E.M. Crosfield,1909-03-30,none,none,"","","Perianth segments primrose yellow; corona expanded, with a narrow band of reddish orange at rim, lightly frilled"
Pink Blush,4,W,P,W. Jackson Jr,1970-03-30,none,none,Sdlg 72/61,‘Lawali’,""
Pink Cameo,2,W,YPP,G.H. Johnstone,1953-03-30,none,none,"","",""
Pink Cloud,2,W,PPW,J.N. Hancock & Co.,1958-03-30,none,none,"","","Corona bowl-shaped, pink, with white at rim, the outside becoming completely white with age"
Pink Cloud,4,W,P,Oregon Bulb Farms,1942-03-30,none,none,"","",""
Pink Duet,4,W,P,W. Jackson Jr,,none,none,‘Chimeon’,‘Lawali’,""
Pink Fancy,2,W,P,L. van Leeuwen & Son,1942-03-30,none,AM Haarlem  1942 ,‘Mrs R.O.Backhouse’ hybrid,"","Corona opening pale apricot, with a broad band of very pale yellow at rim, soon becoming apricot pink, with a paler tone outside, with rim closely and deeply notched, as if fringed. 2n=28"
Pink Flair,2,W,P,J.N. Hancock & Co.,,none,none,"","",""
Pink Frill,2,W,P,J.T. Gray,1949-03-30,none,none,"","",""
Pink Gem,2,W,P,Oregon Bulb Farms,1942-03-30,none,none,"","","Corona opening salmon pink, becoming clear pink"
Pink Gleam,2,W,P,"",,none,none,"","",""
Pink Glory,2,W,P,L. van Leeuwen & Son,1948-03-30,none,none,Unknown,‘Mrs R.O.Backhouse’,"Perianth segments pure white; corona opening light orange-yellow, soon becoming pink. 2n=26"
Pink Isle,2,W,P,W.J. Dunlop,1947-03-30,none,PC 1954 ,‘White Sentinel’,‘Carnlough’,"Perianth segments broadly ovate, blunt, slightly mucronate, spreading, plane, overlapping half; the inner segments more narrowly ovate, very slightly inflexed, a little concave; corona cup-shaped, salmon pink, with mouth straight and a little wavy, rim entire"
Pink Ki,2,W,P,E.W. Philpott,,none,none,"","",""
Pink Lace,2,W,P,G.E. Mitsch,1952-03-30,none,none,‘Shirley Wyness’,‘Pink-a-dell’,"Perianth segments broadly ovate or somewhat oblong, blunt and very slightly mucronate, spreading, plane, overlapping half; the inner segments more distinctly ovate, a little inflexed, with margins wavy; corona funnel-shaped, lightly ribbed, opening creamy lemon yellow, becoming shell pink in two or three days, fading with age, mouth straight, split in places and overlapping, deeply frilled. Mid-season"
Pink Lady,1,W,WYP,C.L. Adams,1916-03-30,none,none,"","",""
Pink Pacer,2,W,P,W.M. Spry,1973-03-30,none,none,’Pink Promise’,’Sweetness’,Corona powder pink. Very early. 2n=28
Pink Pearl,1,W,P,de Graaff Bros,1914-03-30,none,AM Haarlem  1914 ,"","",Corona flushed rose pink
Pink Prism,2,W,P,C.L. Andrews,,none,none,"","",""
Pink Punch,2,W,WWP,Oregon Bulb Farms,1942-03-30,none,none,"","",""
Pink Rim,2,W,YYP,?F. Rijnveld & Sons,1939-03-30,none,AM Haarlem  1947 ,"","",Corona with a distinct band of light pink at rim. 2n=21
Pinkeen,2,W,P,G.L. Wilson,1931-03-30,none,none,‘Okapi’,‘Tenedos’,"Perianth segments very broad, milk white; corona opening soft apricot orange, flushed pink, becoming warm peachy pink"
Pinkie,9,W,WWP,Mrs R.O. Backhouse,1910-03-30,none,none,"","","Perianth segments broad, rounded at apex, slightly mucronate, opening greenish and becoming pure white, spreading or reflexed, overlapping half; the inner segments sometimes twisted, with margins recurved at base and sometimes wavy or incurved in upper part; corona almost disc-shaped, ribbed, opening green, becoming greenish white, with a narrow band of coral pink at rim paling with age"
Pink'un,2,W,YYP,L. Buckland,1912-03-30,none,none,‘Maria Magdaline de Graaff’ hybrid,"","Perianth segments pure white; corona widely expanded, canary yellow, with salmon pink at rim"
Pinnacle,2,W,W,"",1931-03-30,none,none,"","",""
Pinocchio,2,W,GOO,R.V. Favell,1946-03-30,none,none,‘Therapia’ hybrid,"",""
Pinwheel,2,Y,Y,G.E. Mitsch,1952-03-30,none,none,‘John Evelyn’,‘Fortune’,"Perianth segments light yellow; corona almost disc-shaped, very large, deep yellow. Mid-season"
Pioneer,1,W,W,R H. Bath,1929-03-30,none,none,"","",""
Pippin,3,W,O,F.H. Chapman,1916-03-30,none,AM(p)  1916 ,‘Princess Mary’,‘Chaucer’,"Perianth segments cream; corona broad, orange"
Pirini,9,W,YYR,H. Aldersey,1931-03-30,none,none,"","","Fl. 82 mm wide; perianth segments white, separated; corona very shallow bowl-shaped, sulphur, with a narrow band of bright red at rim. Mid-season to late"
Piltaton,2,W,O,"",,none,none,"","",""
Pittaccus,8,Y,Y,"",1807-03-30,none,none,"","",""
Pixie,3,W,YOR,E.M. Crosfield,1908-03-30,none,none,"","","Fl. 76 mm wide, of smooth texture; perianth segments ivory white, overlapping; corona large, very shallow, with canary yellow at base shading to orange-red at rim"
Plaisante,8,W,O,"",1851-03-30,none,none,"","",""
Planet,4,Y,Y,G. Zandbergen-Terwegen,1978-03-30,none,none,‘Golden Harvest’ sport,"",2n=28. Closely resembles `Golden Ducat'
Plato,1,Y,Y,E.H. Krelage & Son,1929-03-30,none,none,"","",""
Playboy,2,Y,O,G.L. Wilson,1944-03-30,none,none,‘Carbineer’,‘Rosslare’,"Fl. rounded; perianth segments lemon gold, slightly reflexed, of great substance; corona bowl-shaped, flushed orange in upper half. 2n=28"
Playmate,1,W,W,Sir C.H. Cave,1928-03-30,none,none,"","",""
Pleasant,2,Y,O,M.P. Williams,1949-03-30,none,none,"","",""
Pleasing,2,Y,Y,M.P. Williams,1949-03-30,none,*AM(g)  1958 ,"","","Fl. 89 mm wide; perianth segments brilliant yellow 8A, overlapping half; corona slightly ribbed, vivid yellow 13A, mouth a little expanded, frilled, with rim dentate"
Pledge,1,W,W,M.J. Jefferson-Brown,,none,none,‘Little Beauty’,({N. cyclamineus} x [{N. cyclamineus} x ‘Rockery Beauty’]),""
Marvel,4,Y,O,"",,none,none,"","",""
Pleiades,8,W,R,H. Selkirk,1914-03-30,none,none,‘Adonia’,’Ornatus’,Fls up to 7 per stem
Plenipo,4,Y,Y,G.H. Engleheart,1904-03-30,none,AM Haarlem  1912 ,’Ornatus�,’Telamonius Plenus’,"Fl. sulphur yellow; perianth and other petaloid segments acute, densely arranged"
Plough Boy,1,Y,Y,Hon. MrsPetre,1934-03-30,none,none,"","",""
Plurry,2,Y,O,"",,none,none,"","",""
Plutus,1,Y,Y,S.J. Bisdee,1939-03-30,none,none,‘Golden City’,‘Gambrinus’,""
Poesie,2,W,P,"",,none,none,"","",""
Poesy,2,W,P,J. Gerritsen & Son,,none,none,"","",""
Poetry,5,W,Y,F. Barchard,1916-03-30,none,AM(r)  1916 ,"","",Perianth segments creamy white; corona primrose
Pokomoke,1,W,W,E.C. Powell,1948-03-30,none,none,‘White Conqueror’,‘Corinth’,""
Polar Bear,1,W,W,A.M. Wilson,1944-03-30,none,none,"","","Perianth segments acute; corona opening very pale primrose, becoming white"
