cultivar,registered,perianth,corona,orig_name,date,synonym,awards,seed_parent,pollen_parent,description
"Syphax","7","Y","Y","J.C. Williams","pre1914","none","AM(g)(c)  1914 ","‘King Alfred’","?{N. jonquilla}","Fl. 95 mm wide, rich golden yellow; perianth segments fairly narrow; corona lightly frilled"
"Syr Daffyd","0","","","Mann","pre1907","none","none","","",""
"Syra","2 (c)","W","W","G.H. Engleheart","pre1927","none","none","","","Corona shaded cool green at base. Resembles a more star-shaped `Tenedos'"
"Syringa","3 (b)","W","","G.H. Engleheart","pre1914","none","none","","",""
"Tabard","1 (b)","W","","G.H. Engleheart","pre1914","none","none","","",""
"Tableau","3 (b)","W","","Oregon Bulb Farms","pre1950","none","none","","",""
"Tablet","0","","","?P. Phillips","pre1984","none","none","","",""
"Tabor","2 (b)","W","","Slieve Donard Nursery Co.","pre1932","none","none","","",""
"Tace","2 (a)","","","G.H. Engleheart","pre1923","none","none","","",""
"Tacitus","8","Y","Y","","pre1798","none","none","","","Fl. golden yellow"
"Taffeta","10","W","W","D. Blanchard","pre1952","none","none","{N. cantabricus} var.{foliosus}","{N. romieuxii}","Fl. opening greenish yellow, becoming ice white; perianth segments lanceolate, with a broad band of strong green from base to apex beneath, strongly inflexed, separated; corona as long as the perianth segments, funnel-shaped, with mouth very slightly wavy, rim minutely, shallowly and irregularly crenate. 2n=28"
"Taffy","0","","","Mann","pre1907","none","none","","",""
"Taffytus","1 (a)","Y","Y","J.L. Richardson","pre1927","none","none","","","Fl. bright yellow"
"Tagalie","1 (b)","W","","Cartwright & Goodwin","pre1916","none","none","","",""
"Tahati","0","","","?Irish origin","pre1927","none","none","","",""
"Tahiti","2 (b)","W","","Australian or New Zealand origin","c. 1927","none","none","","",""
"Tai Nui","0","","","","pre1915","none","none","","",""
"Taieri","2 (a)","Y","","J.T. Gray","pre1949","none","none","","","Perianth segments yellow; corona reddish orange in upper half"
"Taillight","2 (a)","","","W.A. Grace","pre1938","none","none","","",""
"Tain","1 (c)","W","W","The Brodie of Brodie","c.1930","none","none","([’Weardale Perfection’ x ’White Emperor’] x ’Beersheba’)","‘Beersheba’","Fl. pure white; corona cylindrical, with rim notched. Resembles a later-flowered `Beersheba' with broader perianth segments"
"Tajmahal","2 (c)","W","W","A.M. Wilson","pre1944","none","none","","",""
"Tajo","4","","","R.A. van der Schoot","pre1931","`Modesty'","none","","",""
"Takone","1","Y","Y","W. Jackson Jr","1955","none","none","‘Tompion’","‘Melissa’",""
"Talahi","2","W","YYR","H.R. Bulman","c. 1967","none","none","‘Nancy Havergal’","‘Red Crusader’",""
"Talavera","3 (a)","Y","R","The Brodie of Brodie","c.1932","none","none","‘Beacon’ hybrid","","Perianth segments sulphur yellow, overlapping; corona red"
"Talbot","1 (b)","W","","F.H. Chapman","pre1927","none","none","","",""
"Talisman","3","W","","","","none","none","","",""
"Talisman","1 (a)","Y","Y","A.E. Lowe","pre1927","none","none","","",""
"Talisman","3 (b)","W","","F.H. Chapman","pre1913","none","none","","",""
"Tallboy","2 (b)","W","","D.R. Acheson","pre1936","none","none","","",""
"Tally Ho","4","","","Cartwright & Goodwin","pre1916","none","none","","",""
"Talma","1","Y","Y","","","none","none","","",""
"Talpura","1","W","W","H.R. Bulman","c. 1967","none","none","‘Primlough’","‘Mowbray’",""
"Tamar","1 (a)","Y","Y","P.D. Williams","pre1933","none","none","","",""
"Tamara","2","W","","","","none","none","","",""
"Tamarind","2 (a)","","","R.H. Bath","pre1931","none","none","","",""
"Tambi","2 (b)","W","","A.M. Wilson","pre1930","none","none","","",""
"Tambora","2","Y","R","","","none","none","","",""
"Tambora","2 (a)","","","de Graaff Bros","pre1930","none","none","","",""
"Tambov","3 (b)","W","","A.M. Wilson","pre1949","none","none","","","Fl. slightly tinged yellow"
"Tamerlane","2 (a)","Y","O","J.C. Williams","pre1914","none","none","‘Firebrand’","‘King Alfred’","Perianth segments lemon yellow, deeply overlapping; corona large, expanded, rich reddish orange"
"Tamino","2 (a)","Y","O","The Brodie of Brodie","c.1936","none","AM(e)  1943 ","‘Tredore’","‘Penquite’","Fl. 102 mm wide; perianth segments very broadly ovate, blunt, prominently mucronate, light greenish yellow 8B, spreading, plane, smooth, overlapping half; the inner segments more narrowly ovate, a little inflexed, with margins slightly wavy, sometimes twisted at apex; corona bowl-shaped, lightly ribbed, strong orange 30D, with mouth straight, rim irregularly crenate"
"Tammy","2 (b)","W","YYO","J.N. Hancock & Co.","1955","none","none","","","Corona expanded"
"Tamora","1 (c)","W","W","Barr & Sons","pre1914","none","none","","","Fl. 95 mm wide, facing slightly downwards; perianth segments broadly ovate, blunt, mucronate, a little inflexed, plane, overlapping one-third; the inner segments narrower, inflexed at base, reflexed at apex, slightly twisted; corona cylindrical, creamy white, with mouth ribbed and widely expanded, rim deeply notched and crenate. Mid-season to late"
"Tampico","3 (b)","W","O","J.L. Richardson","pre1942","none","none","‘Warlock’","‘Forfar’","Fl. forming a double triangle; perianth segments broadly ovate, blunt, slightly mucronate, milk white, spreading, a little concave along midrib, overlapping half; the inner segments considerably narrower, a little inflexed, with margins sometimes creased or with a slight thumb in lower half; corona bowl-shaped, ribbed, brick orange, with mouth expanded and frilled. Mid-season"
"Tamsin","1 (a)","Y","Y","W. Jackson Jr","1955","none","none","‘Shan’","‘Haldor’",""
"Tanager","1 (b)","W","Y","Mrs G. Link","pre1953","none","none","‘Mrs Ernst H.Krelage’","‘Fortune’",""
"Tanagra","1 (a)","Y","Y","A. Gray","pre1946","none","none","{N. asturiensis}","{N. obvallaris}","Perianth segments broadly ovate, blunt, slightly mucronate, inflexed, plane, overlapping a quarter; the inner segments only a little narrower; corona narrowing towards mouth, angled, with mouth ribbed and expanded, rim closely and deeply notched and crenate, sometimes appearing to be fringed"
"Tanais","2 (a)","Y","OOR","W. Jackson Jr","1964","none","none","’Dimity’","sdlg 187/53",""
"Tancred","0","","","C. Dawson","pre1908","none","none","","",""
"Tandarra","2 (b)","W","","H.A. Brown","pre1936","none","none","","",""
"Tangee","2 (a)","","","Oregon Bulb Farms","pre1945","none","none","","",""
"Tangerine","2","Y","O","","","none","none","","",""
"Tangerine","3 (b)","W","O","G.H. Engleheart","pre1907","none","none","","","Corona bright scarlet-orange"
"Tangible","2 (b)","W","","Warnaar & Co.","pre1930","none","AM Haarlem  1930 ","","",""
"Tangiers","2 (a)","","","H.G. Longford","pre1933","none","none","","",""
"Tangmere","2 (a)","","","Sir F.C. Stern","pre1953","none","none","","",""
"Tango","3 (a)","","","W. Welchman","pre1923","none","none","","",""
"Tanist","1","Y","Y","","","none","none","","",""
"Tanith","1 (b)","W","","W. Jackson Jr","1956","none","none","‘Preamble’","‘Tamara’",""
"Tanloch","1 (b)","W","","?R. Hyde","pre1959","none","none","","",""
"Tannahill","9","W","R","The Brodie of Brodie","c.1929","none","none","‘Dactyl’","‘Ace of Diamonds’","Corona flat, deep crimson scarlet"
"Tansley","3 (b)","W","","D.B. Milne","pre1952","none","none","","",""
"Tantalus","2 (b)","W","Y","W.A. Watts","pre1914","none","AM(c)  1914 ","‘Minnie Hume’","‘Weardale Perfection’","Corona soft yellow, frilled. Tall. Early"
"Tantalis","2","","","van Zonneveld Bros & Philippo","pre1930","none","none","","",""
"Tantivy","0","","P","Alister Clark","pre1948","none","none","","",""
"Tapin","1 (b)","W","Y","J.L. Richardson","pre1927","none","none","‘Cleopatra’","‘White Knight’","Perianth segments broadly ovate in outline, blunt or rounded at apex, only very slightly mucronate, pure white, slightly reflexed, plane, overlapping half; the inner segments more narrowly ovate, square-shouldered at base, more strongly recurved, with margins a little wavy; corona cylindrical, smooth, pale primrose yellow, with rim rolled and obscurely crenate. Mid-season"
"Tara","2 (a)","","","J.L. Richardson","pre1937","none","AM Haarlem  1943 ","’Mozart’","’Penquite’",""
"Tara Ranee","3 (b)","W","O","E.M. Crosfield","pre1914","none","AM Haarlem  1915 ","","","Corona reddish orange"
"Taranto","2 (b)","W","Y","The Brodie of Brodie","c.1918","none","none","‘Great Warley’","‘Mrs Ernst H.Krelage’","Perianth segments pure white; corona yellow"
"Tarawera","2 (a)","Y","R","Sir A.P.W. Thomas","pre1930","none","none","","",""
"Tardiva","9","W","R","H. Prins","pre1929","none","none","","","Perianth segments pure white; corona scarlet. Late"
"Targe","1 (a)","","","A.M. Wilson","pre1950","none","none","","",""
"Target","2","Y","","","","none","none","","",""
"Target","2","Y","O","G.H. Johnstone","pre1960","none","none","‘Marksman’ hybrid","",""
"Target","3 (a)","","YYO","The Brodie of Brodie","c.1909","none","none","‘Princess Mary’","‘Chaucer’","Fl. rounded; perianth segments creamy; corona disc-shaped, yellow, with a broad band of reddish orange at rim"
"Tarinna","1 (c)","W","W","S.J. Bisdee","pre1939","none","none","‘Mary Blewitt’","‘Beersheba’",""
"Tarlatan","10","W","W","D. Blanchard","pre1952","none","none","{N. cantabricus} var.{foliosus}","{N. romieuxii}","Fl. opening greenish yellow, becoming ice white; perianth segments lanceolate (broader than in `Taffeta' or `Jessamy'), with very faint longitudinal lines of green beneath, strongly inflexed, separated; corona as long as the perianth segments, funnel-shaped, with mouth somewhat incurved, rim shallowly crenate. 2n=28"
"Tarquin","1 (a)","","","A.M. Wilson","pre1908","none","none","","",""
"Tarring","2 (a)","","","Sir F.C. Stern","pre1947","none","none","","",""
"Tartarin","7","Y","Y","A.J. Bliss","pre1931","none","none","‘M.J.Berkeley’","{N. jonquilla}","Fl. 70 mm wide, pale buttercup yellow; perianth segments inflexed, overlapping at base only; corona funnel-shaped. Mid-season to late"
"Tarwin","1 (a)","","","R.H. Bath","pre1931","none","none","","",""
"Tarzan","2 (b)","W","O","de Graaff Bros","pre1948","none","AM Haarlem  1948 ","","",""
"Tashkend","2 (a)","Y","Y","The Brodie of Brodie","c.1924","none","AM(e)  1930 ","‘Ben Alder’","‘Fortune’","Perianth segments broadly ovate, yellow, somewhat inflexed, with margins wavy, overlapping one-third; corona funnel-shaped, rich golden yellow, a little frilled, with rim slightly flanged and deeply notched"
"Tasman","2 (d)","","","","","none","none","","",""
"Tasso","9","","","G.H. Engleheart","pre1897","none","none","","",""
"Tasty","0","","P","Alister Clark","pre1948","none","none","","",""
"Tat","2 (a or b)","Y or W","","","pre1915","none","none","","",""
"Tatatoa","2 (a)","Y","Y","S.C. Gaspar","pre1948","none","none","","",""
"Tatcho Pal","1 (b)","W","Y","H. Aldersey","pre1931","none","*AM(g)  1931 ","","","Fl. 102 mm wide; perianth segments creamy white, with sulphur at base, regular, overlapping half; corona butercup yellow, with mouth almost straight, frilled. Mid-season"
"Tatong","1 (b)","W","","W. Balch","pre1933","none","none","","",""
"Tauloch","1 (c)","W","W","A. Gibson","pre1957","none","PC(e)(NZ) 1957","","",""
"Taumata","1 (a)","","","Sir A.P.W. Thomas","pre1930","none","none","","",""
"Taupo","2 (b)","W","","A. Gibson","pre1950","none","none","","","Corona shallow, soft pinkish buff"
"Tavelle","4","W","Y","W. Jackson Jr","1967","none","none","","",""
"Tavistock","3 (b)","W","","J.C. Williams","pre1945","none","none","","",""
"Tawdry","4","","","Cartwright & Goodwin","pre1916","none","none","","",""
"Te Anau","2 (c)","W","W","A. Gibson","pre1951","none","none","","",""
"Te Awatea","1 (a)","Y","Y","Hon. Sir R.H. Rhodes","pre1912","none","none","","","Fl. pale yellow"
"Te Kuri","0","","","New Zealand origin","pre1940","none","none","","",""
"Te Ra","3 (a)","W","R","A.E. Lowe","pre1927","none","none","","",""
"Tealia","5","","","","pre1961","none","none","","",""
"Tean","7","Y","O","Barr & Sons","pre1939","none","none","","","Closely resembles `Lintie'"
"Teardrop","5","","W","The Brodie of Brodie","c.1910","none","none","‘Albatross’","{N. triandrus}","Corona small, white"
"Tearie","0","","","","pre1955","none","none","","",""
"Tebessa","3 (b)","W","R","J.L. Richardson","pre1943","none","none","‘Hades’","‘Forfar’",""
"Tebourba","3 (b)","W","R","J.L. Richardson","pre1943","none","none","‘Hades’","‘Forfar’","Fl. rounded; corona disc-shaped, deep red. Sweetly scented. 2n=28"
"Tecumseh","1 (b)","W","Y","E.C. Powell","pre1946","none","none","‘Van Waveren’s Giant’","‘Lord Kitchener’",""
"Teetotum","2 (b)","W","YYR","G.H. Johnstone","pre1944","none","none","‘Silver Coin’ hybrid","",""
"Tehachapi","2 (b or c)","W","","K.L. Reynolds","pre1944","none","none","","",""
"Teheran","2 (a)","Y","O","J.L. Richardson","pre1944","none","*HC(g) 1963 ","‘Aranjuez’ self pollinated","","Fl. 81 mm wide; perianth segments very broadly ovate, blunt, vivid to brilliant yellow 12A-B, with white mucro, spreading, slightly concave, overlapping half; the inner segments more narrowly ovate, a little inflexed; corona shallow bowl-shaped, closely ribbed, vivid orange 28B, with a lighter tone (24A) at base, mouth widely expanded, split in places and overlapping, frilled, with rim crenate. Mid-season"
"Tekapo","2 (a)","O","O","A. Gibson","pre1951","none","none","’Dervish’","’Rouge’","Fl. bright reddish orange; perianth segments opening rich apricot; corona sometimes flushed yellow. Early"
"Telamon","2 (a)","","","Barr & Sons","pre1923","none","none","","",""
"Telephus","2 (a)","","","C. Dawson","pre1923","none","none","","",""
"Telex","2 (a)","","","Warnaar & Co.","pre1936","none","none","","",""
"Telopea","2 (b)","W","YOO","West & Fell","pre1935","none","none","","","Perianth segments creamy white; corona scarlet-orange, paling to gold at base"
"Temecula","2 (a)","","","K.L. Reynolds","pre1944","none","none","","",""
"Temeriare","2","Y","Y","","","none","none","","",""
"Tempe","2","Y","Y","W. Jackson Jr","1966","none","none","‘Tulendena’","‘Jaslin’",""
"Templar","1 (c)","W","W","Warnaar & Co.","pre1950","none","none","","",""
"Tempter","2 (a or b)","","","J.N. Hancock & Co.","pre1949","none","none","","",""
"Temptress","2 (b)","W","","Oregon Bulb Farms","pre1946","none","none","","",""
"Tenalga","2 (b)","W","R","A.O. Roblin","pre1946","none","none","‘Token’ x ‘Saint Cecilia’","‘Matapan’",""
"Tendrine","7","","","","","none","none","","",""
"Tenedos","2","W","Y","G.H. Engleheart","pre1923","none","AM 1924 AM Haarlem  1925 ","","","Perianth segments broad, creamy white, overlapping one-third; the inner segments a little narrower, acute, somewhat ribbed, with margins slightly incurved; corona creamy lemon yellow, with rim rolled and crenate"
"Tenella","3 (b)","W","","C. Dawson","pre1907","none","none","","",""
"Teniers","1 (b)","W","Y","J. de Groot & Sons","pre1914","none","none","","","Perianth segments overlapping; corona bright yellow"
"Tennyson","9","W","YYR","P.D. Williams","pre1907","none","none","","","Corona lemon yellow, with dark madder red at rim"
"Luteus","1","Y","Y","","pre1884","Pseudonarcissus `Luteus'","none","","","Corona deep yellow, deeper in tone than the perianth"
"Nelson's","1","Y","Y","E. Leeds","pre1877","Pseudonarcissus `Nelson's'","none","","","Perianth segments sulphur yellow. Very early"
"Albus","1","W","W","","pre1884","Pseudonarcissus Abscissus `Albus'","none","","",""
"Plenus","4","Y","Y","","pre1831","Pseudonarcissus Lobularis `Plenus' of Haworth"The Common Deep Yellow Double Daffodil"","none","","",""
"Tepena","2 (a)","","","West & Fell","pre1938","none","none","","",""
"Tepena","4","Y","O","K.J. Heazlewood","c. 1970","none","none","‘Mary Copeland’","‘Hollandia’",""
"Tepo","2 (a)","Y","Y","West & Fell","pre1938","none","none","","","Perianth segments primrose; corona pale yellow"
"Ter Borgh","1 (c)","W","W","van Zonneveld Bros & Philippo","pre1931","none","none","","",""
